,route_id_modified,trip_id_modified,stop_id_modified
7004,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38818
7005,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38819
7006,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38820
7007,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38821
7008,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38822
7009,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38823
7010,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38824
7011,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38825
7012,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,2212
7013,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38764
7014,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,39011
7015,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,39138
7016,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,39041
7017,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38827
7018,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,39594
7019,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38839
7020,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38840
7021,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,39120
7022,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38706
7023,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38700
7024,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38712
7025,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38703
7026,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,38707
7027,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,32433
7028,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,31575
7029,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,40509
7030,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,35833
7031,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,32302
7032,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,34526
7033,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,40297
7034,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,40299
7035,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0905_0,40300
7036,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,32673
7037,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,3606
7038,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,39131
7039,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,39132
7040,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,39133
7041,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,39134
7042,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,39314
7043,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,38818
7044,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,38819
7045,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,38820
7046,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,38821
7047,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,38822
7048,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,38823
7049,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,38824
7050,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,38825
7051,139,NORMAL_139_Bhekrai nagar To Nigdi_Up-0935_0,2212
7052,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0750_0,40310
7053,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0750_0,40311
7054,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0750_0,40312
7055,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0750_0,40313
7056,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0750_0,40314
7057,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0750_0,40315
7058,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0750_0,38838
7059,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0945_0,39334
7060,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0945_0,40332
7061,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0945_0,40331
7062,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0945_0,40330
7063,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0945_0,40329
7064,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0945_0,40328
7065,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0945_0,40327
7066,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0805_0,39319
7067,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0805_0,39318
7068,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0805_0,39317
7069,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0805_0,39316
7070,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0805_0,39315
7071,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0805_0,39314
7072,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0805_0,39451
7073,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0805_0,39450
7074,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0805_0,39449
7075,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0805_0,39448
7076,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0805_0,39632
7077,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0805_0,38968
7078,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0805_0,39538
7079,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,40318
7080,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,40317
7081,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,40316
7082,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,40298
7083,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,38954
7084,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,33220
7085,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,31508
7086,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,40510
7087,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,36091
7088,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,32564
7089,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,39216
7090,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,39211
7091,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,39220
7092,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,39209
7093,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,39215
7094,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,860
7095,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,39335
7096,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,38839
7097,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,38828
7098,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,39259
7099,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,39515
7100,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,39490
7101,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,39270
7102,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0835_0,39549
7103,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,39334
7104,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40332
7105,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40331
7106,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40330
7107,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40329
7108,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40328
7109,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40327
7110,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40326
7111,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40325
7112,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40324
7113,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40323
7114,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40322
7115,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40321
7116,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40320
7117,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40319
7118,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40318
7119,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40317
7120,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40316
7121,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40298
7122,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,38954
7123,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,33220
7124,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,31508
7125,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,40510
7126,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,36091
7127,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,32564
7128,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0905_0,39216
7129,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0935_0,39334
7130,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0935_0,40332
7131,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0935_0,40331
7132,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0935_0,40330
7133,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0935_0,40329
7134,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0935_0,40328
7135,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0935_0,40327
7136,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0935_0,40326
7137,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0935_0,40325
7138,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0935_0,40324
7139,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0935_0,40323
7140,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0935_0,40322
7141,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0935_0,40321
7142,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0935_0,40320
7143,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38818
7144,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,39316
7145,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38820
7146,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38821
7147,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38822
7148,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38823
7149,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38824
7150,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38825
7151,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,2212
7152,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38764
7153,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,39011
7154,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,39138
7155,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,39041
7156,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38827
7157,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,39594
7158,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,1071
7159,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38840
7160,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,39120
7161,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38706
7162,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38700
7163,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38712
7164,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38703
7165,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38707
7166,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,32433
7167,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,31575
7168,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,40509
7169,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,35833
7170,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,32302
7171,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,38954
7172,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,40297
7173,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,40299
7174,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,40300
7175,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,40301
7176,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,40302
7177,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,40303
7178,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,40304
7179,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,40305
7180,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,40306
7181,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0850_0,40307
7182,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,39068
7183,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,39447
7184,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,39159
7185,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,38969
7186,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,38970
7187,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,38971
7188,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,38972
7189,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,38817
7190,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,38818
7191,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,39316
7192,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,38820
7193,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,38821
7194,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,38822
7195,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,38823
7196,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,38824
7197,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,38825
7198,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,2212
7199,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,38764
7200,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,39011
7201,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,39138
7202,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,39041
7203,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,38827
7204,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,39594
7205,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0920_0,1071
7206,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0750_0,39538
7207,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0945_0,39068
7208,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0945_0,39447
7209,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0945_0,39159
7210,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0945_0,38969
7211,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0945_0,38970
7212,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0945_0,38971
7213,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0945_0,38972
7214,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0945_0,38817
7215,139,NORMAL_139_Shewalwadi To Bhakti Shakti_Up-0945_0,38818
7216,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,38839
7217,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,38828
7218,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39259
7219,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39515
7220,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39490
7221,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39270
7222,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39549
7223,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39322
7224,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39321
7225,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39320
7226,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39319
7227,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39318
7228,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39317
7229,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39316
7230,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39315
7231,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39314
7232,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39451
7233,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39450
7234,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39449
7235,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39448
7236,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39632
7237,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,38968
7238,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0820_0,39538
7239,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,39334
7240,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40332
7241,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40331
7242,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40330
7243,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40329
7244,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40328
7245,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40327
7246,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40326
7247,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40325
7248,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40324
7249,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40323
7250,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40322
7251,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40321
7252,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40320
7253,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40319
7254,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40318
7255,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40317
7256,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40316
7257,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40298
7258,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,38954
7259,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,33220
7260,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,31508
7261,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,40510
7262,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,36091
7263,139,NORMAL_139_Bhakti Shakti To Shewalwadi_Down-0920_0,32564
7264,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,33988
7265,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39203
7266,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39273
7267,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,386
7268,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39597
7269,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39313
7270,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,3978
7271,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,1038
7272,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,1087
7273,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39598
7274,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,467
7275,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,38396
7276,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39564
7277,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39565
7278,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39680
7279,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39679
7280,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39678
7281,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39677
7282,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39676
7283,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39675
7284,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39674
7285,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39673
7286,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39672
7287,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39671
7288,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,39670
7289,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,35111
7290,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,32578
7291,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,33193
7292,13A,NORMAL_13A_Shivajinagar To VIT College_Down-0915_0,34779
7293,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,35547
7294,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39203
7295,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39273
7296,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39308
7297,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39597
7298,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39313
7299,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,31834
7300,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,1038
7301,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,1087
7302,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39598
7303,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,467
7304,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,36332
7305,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39564
7306,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39565
7307,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39680
7308,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39679
7309,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39678
7310,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39677
7311,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39676
7312,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39675
7313,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39674
7314,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39673
7315,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39672
7316,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39671
7317,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0910_0,39670
7318,13,NORMAL_13_Upper Depot To Shivajinagar_Up-0830_0,38946
7319,13,NORMAL_13_Upper Depot To Shivajinagar_Up-0830_0,39307
7320,13,NORMAL_13_Upper Depot To Shivajinagar_Up-0830_0,38806
7321,13,NORMAL_13_Upper Depot To Shivajinagar_Up-0830_0,38807
7322,13,NORMAL_13_Upper Depot To Shivajinagar_Up-0830_0,38808
7323,13,NORMAL_13_Upper Depot To Shivajinagar_Up-0830_0,38809
7324,13,NORMAL_13_Upper Depot To Shivajinagar_Up-0830_0,38810
7325,13,NORMAL_13_Upper Depot To Shivajinagar_Up-0830_0,38709
7326,13,NORMAL_13_Upper Depot To Shivajinagar_Up-0830_0,2321
7327,13,NORMAL_13_Upper Depot To Shivajinagar_Up-0830_0,35547
7328,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,35547
7329,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,39203
7330,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,39273
7331,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,39308
7332,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,39597
7333,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,39313
7334,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,31834
7335,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,1038
7336,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,1087
7337,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,39598
7338,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,467
7339,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,36332
7340,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,39564
7341,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,39565
7342,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,39680
7343,13,NORMAL_13_Shivajinagar To Upper Depot_Down-0925_0,39679
